Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
7.800000000000001,301196,391135,15191,7849505,0.7700563743975866,0.001935281269328448
7.8500000000000005,301196,391135,14983,7849505,0.7700563743975866,0.0019087827831181711
7.9,301196,391135,14775,7849505,0.7700563743975866,0.0018822842969078942
7.95,299786,391135,14598,7849505,0.7664514809464763,0.001859735104315495
8.0,299786,391135,14384,7849505,0.7664514809464763,0.0018324722386953063
8.05,299786,391135,14232,7849505,0.7664514809464763,0.0018131079603108731
8.1,299786,391135,14059,7849505,0.7664514809464763,0.0017910683539917485
8.15,298904,391135,13880,7849505,0.7641965050430158,0.001768264368262712
8.200000000000001,298904,391135,13714,7849505,0.7641965050430158,0.001747116537921818
8.25,298002,391135,13560,7849505,0.7618903958991141,0.0017274974664007476
8.3,298002,391135,13403,7849505,0.7618903958991141,0.0017074962051747212
8.35,298002,391135,13233,7849505,0.7618903958991141,0.0016858387885605526
8.4,295901,391135,13078,7849505,0.7565188489907577,0.0016660923204711634
8.450000000000001,294820,391135,12924,7849505,0.7537550973449065,0.001646473248950093
8.5,294287,391135,12765,7849505,0.7523923964871464,0.0016262171945874294
8.55,293535,391135,12601,7849505,0.7504697866465543,0.0016053241573831727
8.6,293535,391135,12434,7849505,0.7504697866465543,0.0015840489304739598
8.65,293535,391135,12296,7849505,0.7504697866465543,0.0015664682040459877
8.700000000000001,293535,391135,12127,7849505,0.7504697866465543,0.0015449381840001376
8.75,293535,391135,12004,7849505,0.7504697866465543,0.001529268406096945
8.8,292661,391135,11852,7849505,0.7482352640392703,0.0015099041277125119
8.85,291715,391135,11712,7849505,0.7458166617663978,0.0014920686081479023
8.9,291715,391135,11568,7849505,0.7458166617663978,0.0014737235023100184
8.950000000000001,291715,391135,11452,7849505,0.7458166617663978,0.0014589455003850562
9.0,291715,391135,11323,7849505,0.7458166617663978,0.0014425113430719518
9.05,291715,391135,11184,7849505,0.7458166617663978,0.001424803220075661
9.1,291715,391135,11042,7849505,0.7458166617663978,0.001406712907374414
9.15,290847,391135,10942,7849505,0.7435974791312463,0.0013939732505425502
9.200000000000001,290847,391135,10817,7849505,0.7435974791312463,0.0013780486795027201
9.25,289796,391135,10700,7849505,0.7409104273460569,0.0013631432810094395
9.3,289796,391135,10595,7849505,0.7409104273460569,0.0013497666413359822
9.35,289796,391135,10462,7849505,0.7409104273460569,0.0013328228977496034
9.4,289185,391135,10330,7849505,0.7393483068505758,0.001316006550731543
9.450000000000001,289089,391135,10226,7849505,0.7391028672964578,0.0013027573076264045
9.5,289089,391135,10107,7849505,0.7391028672964578,0.0012875971159964864
9.55,289089,391135,10002,7849505,0.7391028672964578,0.0012742204763230294
9.600000000000001,288582,391135,9893,7849505,0.7378066396512712,0.0012603342503762977
9.65,287776,391135,9789,7849505,0.7357459700614877,0.0012470850072711591
9.700000000000001,286094,391135,9685,7849505,0.7314456645403761,0.0012338357641660206
9.75,284769,391135,9577,7849505,0.7280580873611413,0.0012200769347876076
