Threshold,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
-0.28999999999999937,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.27999999999999936,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.26999999999999935,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.25999999999999934,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.24999999999999933,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.23999999999999932,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.22999999999999932,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.2199999999999993,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.2099999999999993,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.1999999999999993,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.18999999999999928,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.17999999999999927,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.16999999999999926,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.15999999999999925,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.14999999999999925,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.13999999999999924,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.12999999999999923,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.11999999999999922,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.10999999999999921,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.0999999999999992,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.08999999999999919,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.07999999999999918,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.06999999999999917,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.059999999999999165,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.049999999999999156,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.03999999999999915,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.02999999999999914,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.01999999999999913,371009,371009,7825165,7869631,1.0,0.9943496715411434
-0.00999999999999912,371009,371009,7825165,7869631,1.0,0.9943496715411434
8.881784197001252e-16,370457,371009,199046,7869631,0.9985121654730748,0.02529292669503818
0.010000000000000897,370457,371009,197523,7869631,0.9985121654730748,0.02509939792602728
0.020000000000000906,370457,371009,196772,7869631,0.9985121654730748,0.025003967784512388
0.030000000000000915,370457,371009,193713,7869631,0.9985121654730748,0.024615258326597524
0.040000000000000924,370457,371009,189178,7869631,0.9985121654730748,0.024038992425439006
0.05000000000000093,370457,371009,183489,7869631,0.9985121654730748,0.023316086866080506
0.06000000000000094,370457,371009,177855,7869631,0.9985121654730748,0.02260017019857729
0.07000000000000095,370457,371009,171541,7869631,0.9985121654730748,0.021797845413590547
0.08000000000000096,370457,371009,164487,7869631,0.9985121654730748,0.02090148826545997
0.09000000000000097,370457,371009,157994,7869631,0.9985121654730748,0.0200764178142533
0.10000000000000098,370457,371009,152573,7869631,0.9985121654730748,0.019387567218844187
0.11000000000000099,370457,371009,138629,7869631,0.9985121654730748,0.01761569252738788
0.120000000000001,370457,371009,126123,7869631,0.9985121654730748,0.016026545590257027
0.130000000000001,370457,371009,115654,7869631,0.9985121654730748,0.014696241793293739
0.140000000000001,369761,371009,108110,7869631,0.9966362001999951,0.013737619972270618
0.15000000000000102,369761,371009,100935,7869631,0.9966362001999951,0.01282588726205841
0.16000000000000103,369236,371009,94606,7869631,0.9952211401879739,0.012021656415656591
0.17000000000000104,368536,371009,88819,7869631,0.9933343935052789,0.011286297921719583
0.18000000000000105,368536,371009,83919,7869631,0.9933343935052789,0.010663651192794173
0.19000000000000106,368536,371009,79404,7869631,0.9933343935052789,0.01008992670685576
0.20000000000000107,368536,371009,74570,7869631,0.9933343935052789,0.009475666648156692
0.21000000000000107,368536,371009,70521,7869631,0.9933343935052789,0.008961157136846696
0.22000000000000108,368536,371009,66500,7869631,0.9933343935052789,0.008450205606844844
0.2300000000000011,368536,371009,64193,7869631,0.9933343935052789,0.00815705336120588
0.2400000000000011,368536,371009,60823,7869631,0.9933343935052789,0.007728824896618406
0.2500000000000011,368536,371009,57797,7869631,0.9933343935052789,0.007344308773816714
0.2600000000000011,368536,371009,54754,7869631,0.9933343935052789,0.006957632448077934
0.27000000000000113,368536,371009,51836,7869631,0.9933343935052789,0.006586839967464802
0.28000000000000114,368536,371009,48587,7869631,0.9933343935052789,0.006173987064958955
0.29000000000000115,368536,371009,46505,7869631,0.9933343935052789,0.005909425740546158
0.30000000000000115,368536,371009,41980,7869631,0.9933343935052789,0.005334430546997693
0.31000000000000116,368536,371009,39838,7869631,0.9933343935052789,0.005062244976924585
0.3200000000000012,368536,371009,37360,7869631,0.9933343935052789,0.004747363631153735
0.3300000000000012,367786,371009,35034,7869631,0.9913128792023913,0.004451797041055673
0.3400000000000012,367786,371009,33195,7869631,0.9913128792023913,0.004218113911567137
0.3500000000000012,367786,371009,31406,7869631,0.9913128792023913,0.00399078432012886
0.3600000000000012,367786,371009,29312,7869631,0.9913128792023913,0.0037246981465840013
0.3700000000000012,367786,371009,28123,7869631,0.9913128792023913,0.0035736110117488354
0.3800000000000012,367786,371009,26987,7869631,0.9913128792023913,0.0034292586272469446
0.39000000000000123,367166,371009,25086,7869631,0.9896417607120043,0.0031876971105760867
0.40000000000000124,367166,371009,23987,7869631,0.9896417607120043,0.0030480463442313878
0.41000000000000125,366329,371009,22590,7869631,0.9873857507499818,0.0028705284911071435
0.42000000000000126,365455,371009,21227,7869631,0.9850300127490169,0.0026973310438570754
0.43000000000000127,365455,371009,20633,7869631,0.9850300127490169,0.002621851011819995
0.4400000000000013,365455,371009,19662,7869631,0.9850300127490169,0.0024984653028839597
0.4500000000000013,365455,371009,19136,7869631,0.9850300127490169,0.0024316260825952324
0.4600000000000013,365455,371009,17842,7869631,0.9850300127490169,0.002267196517854522
0.4700000000000013,365455,371009,16978,7869631,0.9850300127490169,0.0021574073803460416
0.4800000000000013,365455,371009,16141,7869631,0.9850300127490169,0.0020510491533847013
0.4900000000000013,365087,371009,15318,7869631,0.9840381230644001,0.0019464699170774335
0.5000000000000013,364111,371009,14501,7869631,0.9814074591182425,0.0018426531053361969
0.5100000000000013,364111,371009,14092,7869631,0.9814074591182425,0.001790681164085076
0.5200000000000014,364111,371009,13351,7869631,0.9814074591182425,0.0016965217301802334
0.5300000000000014,364111,371009,12615,7869631,0.9814074591182425,0.0016029976500804167
0.5400000000000014,363467,371009,11857,7869631,0.9796716521701629,0.001506678013238486
0.5500000000000014,363467,371009,11530,7869631,0.9796716521701629,0.0014651258743897902
0.5600000000000014,363467,371009,11197,7869631,0.9796716521701629,0.0014228113109750636
0.5700000000000014,362308,371009,10884,7869631,0.9765477387341008,0.0013830381627804404
0.5800000000000014,362308,371009,9837,7869631,0.9765477387341008,0.0012499950760080111
0.5900000000000014,361972,371009,9166,7869631,0.9756421003264072,0.0011647305953735314
0.6000000000000014,361652,371009,8856,7869631,0.9747795875571752,0.001125338659461924
0.6100000000000014,361652,371009,8243,7869631,0.9747795875571752,0.0010474442829657453
0.6200000000000014,361652,371009,7982,7869631,0.9747795875571752,0.0010142788143433917
0.6300000000000014,361652,371009,7341,7869631,0.9747795875571752,0.0009328264565390677
0.6400000000000015,361218,371009,6721,7869631,0.9736098046139042,0.0008540425847158526
0.6500000000000015,360914,371009,6122,7869631,0.9727904174831339,0.0007779271988737464
0.6600000000000015,360466,371009,5923,7869631,0.971582899606209,0.0007526401174337145
0.6700000000000015,359906,371009,5721,7869631,0.970073502260053,0.000726971823710667
0.6800000000000015,359522,371009,5519,7869631,0.9690384869369746,0.0007013035299876195
0.6900000000000015,358006,371009,4978,7869631,0.964952332692738,0.000632558248283814
0.7000000000000015,358006,371009,4789,7869631,0.964952332692738,0.000608541874453834
0.7100000000000015,358006,371009,4250,7869631,0.964952332692738,0.0005400507342720389
0.7200000000000015,357169,371009,3687,7869631,0.9626963227307155,0.00046850989582611943
0.7300000000000015,356623,371009,3532,7869631,0.9612246603182133,0.00044881392787031563
0.7400000000000015,355445,371009,3403,7869631,0.958049535186478,0.0004324217997006467
0.7500000000000016,355445,371009,3257,7869631,0.958049535186478,0.0004138694685938896
0.7600000000000016,355445,371009,2779,7869631,0.958049535186478,0.0003531296448334109
0.7700000000000016,355445,371009,2659,7869631,0.958049535186478,0.0003378811535127886
0.7800000000000016,353472,371009,2540,7869631,0.9527316048936818,0.0003227597329531715
0.7900000000000016,352257,371009,2405,7869631,0.949456751723004,0.00030560518021747145
0.8000000000000016,351969,371009,2290,7869631,0.9486804902306952,0.0002909920427018751
0.8100000000000016,351473,371009,2189,7869631,0.9473435954383856,0.00027815789584035135
0.8200000000000016,350933,371009,1704,7869631,0.9458881051403065,0.0002165285767528363
0.8300000000000016,350393,371009,1589,7869631,0.9444326148422275,0.00020191543923723997
0.8400000000000016,349285,371009,1490,7869631,0.9414461643787617,0.0001893354338977266
0.8500000000000016,348541,371009,1386,7869631,0.9394408221902972,0.0001761200747531873
0.8600000000000017,347570,371009,1294,7869631,0.9368236350061588,0.0001644295647407102
0.8700000000000017,347570,371009,1209,7869631,0.9368236350061588,0.00015362855005526943
0.8800000000000017,345965,371009,1123,7869631,0.9324975943979795,0.00014270046460882347
0.8900000000000017,342769,371009,1037,7869631,0.9238832481152748,0.0001317723791623775
0.9000000000000017,341629,371009,951,7869631,0.9208105463748858,0.00012084429371593154
0.9100000000000017,338394,371009,870,7869631,0.9120910813484309,0.00011055156207451149
0.9200000000000017,338394,371009,803,7869631,0.9120910813484309,0.00010203782108716407
0.9300000000000017,338394,371009,701,7869631,0.9120910813484309,8.907660346463513e-05
0.9400000000000017,337366,371009,644,7869631,0.9093202590772731,8.183357008733955e-05
0.9500000000000017,334895,371009,552,7869631,0.9026600432873596,7.014306007486247e-05
0.9600000000000015,332837,371009,480,7869631,0.8971130080402362,6.09939652824891e-05
0.9700000000000017,331553,371009,393,7869631,0.8936521755536928,4.993880907503795e-05
0.980000000000002,329693,371009,308,7869631,0.8886388200825317,3.9137794389597175e-05
0.9900000000000018,328120,371009,204,7869631,0.8843990307512756,2.592243524505787e-05
1.0000000000000016,0,371009,0,7869631,0.0,0.0
1.0100000000000018,0,371009,0,7869631,0.0,0.0
1.020000000000002,0,371009,0,7869631,0.0,0.0
1.0300000000000018,0,371009,0,7869631,0.0,0.0
1.0400000000000016,0,371009,0,7869631,0.0,0.0
